start_date,end_date,cost_center,project,user,resource_type,cost,usage_hours
2025-04-23,2025-05-22,MKT,PROJ005,david.miller,compute,2256.19,165
2025-04-23,2025-05-22,MKT,PROJ003,bob.smith,storage,1111.03,383
2025-04-23,2025-05-22,ENG,PROJ005,david.miller,cache,3183.45,260
2025-04-23,2025-05-22,MKT,PROJ003,henry.white,storage,120.34,14
2025-04-23,2025-05-22,FIN,PROJ005,iris.chen,database,6384.13,242
2025-04-23,2025-05-22,SAL,PROJ001,david.miller,cache,202.0,292
2025-04-23,2025-05-22,MKT,PROJ005,bob.smith,compute,23607.14,445
2025-04-23,2025-05-22,SAL,PROJ002,alice.johnson,cache,930.63,506
2025-04-23,2025-05-22,ENG,PROJ005,grace.lee,storage,1718.99,498
2025-04-23,2025-05-22,OPS,PROJ004,alice.johnson,database,663.28,331
2025-04-23,2025-05-22,SAL,PROJ004,john.taylor,network,452.69,75
2025-04-23,2025-05-22,FIN,PROJ005,alice.johnson,storage,10235.46,323
2025-04-23,2025-05-22,OPS,PROJ003,grace.lee,storage,21654.18,526
2025-04-23,2025-05-22,SAL,PROJ001,bob.smith,ml-service,3375.8,429
2025-04-23,2025-05-22,FIN,PROJ004,john.taylor,cache,10519.69,53
2025-04-23,2025-05-22,ENG,PROJ001,david.miller,compute,405.9,236
2025-04-23,2025-05-22,OPS,PROJ004,iris.chen,database,1032.36,531
2025-04-23,2025-05-22,FIN,PROJ005,frank.brown,database,1036.61,635
2025-04-23,2025-05-22,OPS,PROJ002,emma.wilson,database,16667.5,42
2025-04-23,2025-05-22,OPS,PROJ003,john.taylor,network,39.61,444
2025-04-23,2025-05-22,SAL,PROJ005,alice.johnson,network,61.59,429
2025-04-23,2025-05-22,SAL,PROJ002,alice.johnson,storage,588.57,700
2025-04-23,2025-05-22,ENG,PROJ002,frank.brown,network,881.37,212
2025-04-23,2025-05-22,MKT,PROJ002,carol.davis,ml-service,19941.88,714
2025-04-23,2025-05-22,OPS,PROJ001,grace.lee,storage,10674.53,688
2025-04-23,2025-05-22,FIN,PROJ004,grace.lee,cache,3013.35,540
2025-04-23,2025-05-22,MKT,PROJ004,john.taylor,ml-service,2454.52,372
2025-04-23,2025-05-22,OPS,PROJ003,carol.davis,database,354.75,627
2025-04-23,2025-05-22,OPS,PROJ003,bob.smith,database,9463.01,292
2025-04-23,2025-05-22,OPS,PROJ005,frank.brown,storage,557.55,456
2025-04-23,2025-05-22,SAL,PROJ002,carol.davis,network,823.39,213
2025-04-23,2025-05-22,ENG,PROJ001,alice.johnson,ml-service,1738.0,223
2025-04-23,2025-05-22,SAL,PROJ002,john.taylor,cache,39939.48,697
2025-04-23,2025-05-22,ENG,PROJ003,david.miller,ml-service,1183.36,391
2025-04-23,2025-05-22,SAL,PROJ002,emma.wilson,ml-service,238.25,450
2025-04-23,2025-05-22,SAL,PROJ003,henry.white,cache,2338.84,691
2025-04-23,2025-05-22,ENG,PROJ005,frank.brown,compute,26260.21,536
2025-04-23,2025-05-22,MKT,PROJ005,carol.davis,database,1459.87,419
2025-04-23,2025-05-22,ENG,PROJ005,david.miller,database,6027.53,248
2025-04-23,2025-05-22,OPS,PROJ001,grace.lee,compute,138.55,89
2025-04-23,2025-05-22,SAL,PROJ001,carol.davis,storage,5864.13,390
2025-04-23,2025-05-22,OPS,PROJ003,grace.lee,database,1226.88,555
2025-04-23,2025-05-22,MKT,PROJ005,henry.white,database,1930.32,230
2025-04-23,2025-05-22,MKT,PROJ003,frank.brown,compute,1288.9,221
2025-04-23,2025-05-22,OPS,PROJ004,david.miller,compute,1277.81,573
2025-04-23,2025-05-22,OPS,PROJ001,frank.brown,compute,5274.65,448
2025-04-23,2025-05-22,ENG,PROJ004,henry.white,database,16794.91,582
2025-04-23,2025-05-22,ENG,PROJ003,frank.brown,storage,810.7,522
2025-04-23,2025-05-22,FIN,PROJ002,david.miller,cache,253.41,719
2025-04-23,2025-05-22,ENG,PROJ002,alice.johnson,network,1091.31,553
2025-04-23,2025-05-22,OPS,PROJ003,emma.wilson,storage,168.81,528
2025-04-23,2025-05-22,OPS,PROJ002,iris.chen,compute,4767.48,113
2025-04-23,2025-05-22,OPS,PROJ004,john.taylor,storage,2751.12,285
2025-04-23,2025-05-22,ENG,PROJ003,henry.white,storage,13677.53,198
2025-04-23,2025-05-22,OPS,PROJ002,iris.chen,ml-service,5021.49,576
2025-04-23,2025-05-22,ENG,PROJ003,grace.lee,ml-service,1248.65,582
2025-04-23,2025-05-22,SAL,PROJ002,grace.lee,network,7661.32,17
2025-04-23,2025-05-22,FIN,PROJ005,bob.smith,network,102.81,382
2025-04-23,2025-05-22,SAL,PROJ005,carol.davis,compute,529.3,128
2025-04-23,2025-05-22,SAL,PROJ002,david.miller,database,1107.7,38
2025-04-23,2025-05-22,OPS,PROJ005,alice.johnson,network,1287.86,576
2025-04-23,2025-05-22,OPS,PROJ002,emma.wilson,database,1023.69,636
2025-04-23,2025-05-22,MKT,PROJ004,frank.brown,ml-service,325.03,335
2025-04-23,2025-05-22,OPS,PROJ005,grace.lee,storage,3924.3,72
2025-04-23,2025-05-22,MKT,PROJ002,frank.brown,compute,8641.85,371
2025-04-23,2025-05-22,ENG,PROJ003,carol.davis,storage,399.36,265
2025-04-23,2025-05-22,FIN,PROJ005,david.miller,database,1781.02,158
2025-04-23,2025-05-22,MKT,PROJ005,alice.johnson,database,890.26,174
2025-04-23,2025-05-22,SAL,PROJ005,grace.lee,compute,1630.88,522
2025-04-23,2025-05-22,ENG,PROJ003,david.miller,database,656.5,549
2025-04-23,2025-05-22,SAL,PROJ003,henry.white,compute,37.89,591
2025-04-23,2025-05-22,FIN,PROJ002,iris.chen,compute,3359.0,183
2025-04-23,2025-05-22,FIN,PROJ004,grace.lee,network,985.47,392
2025-04-23,2025-05-22,SAL,PROJ002,henry.white,ml-service,6050.32,634
2025-04-23,2025-05-22,FIN,PROJ004,emma.wilson,cache,577.73,714
2025-04-23,2025-05-22,FIN,PROJ002,henry.white,compute,1816.54,290
2025-04-23,2025-05-22,ENG,PROJ005,henry.white,ml-service,3749.92,61
2025-04-23,2025-05-22,OPS,PROJ002,alice.johnson,database,4523.47,142
2025-04-23,2025-05-22,SAL,PROJ004,bob.smith,storage,1264.27,91
2025-04-23,2025-05-22,FIN,PROJ002,henry.white,storage,3025.0,368
2025-04-23,2025-05-22,ENG,PROJ005,frank.brown,compute,641.52,402
2025-04-23,2025-05-22,ENG,PROJ002,bob.smith,ml-service,364.74,133
2025-04-23,2025-05-22,SAL,PROJ002,frank.brown,network,1004.81,545
2025-04-23,2025-05-22,MKT,PROJ004,frank.brown,ml-service,1408.41,559
2025-04-23,2025-05-22,OPS,PROJ002,david.miller,database,730.18,614
2025-04-23,2025-05-22,SAL,PROJ004,iris.chen,ml-service,4503.43,290
2025-04-23,2025-05-22,SAL,PROJ002,henry.white,storage,1167.66,318
2025-04-23,2025-05-22,ENG,PROJ004,henry.white,ml-service,641.54,466
2025-04-23,2025-05-22,SAL,PROJ004,bob.smith,storage,34762.18,429
2025-04-23,2025-05-22,FIN,PROJ001,john.taylor,database,21780.44,92
2025-04-23,2025-05-22,ENG,PROJ001,alice.johnson,compute,9250.62,35
2025-04-23,2025-05-22,SAL,PROJ004,david.miller,compute,2375.02,260
2025-04-23,2025-05-22,ENG,PROJ004,john.taylor,ml-service,3174.79,196
2025-04-23,2025-05-22,SAL,PROJ005,alice.johnson,compute,137.4,191
2025-04-23,2025-05-22,MKT,PROJ003,emma.wilson,database,799.09,412
2025-04-23,2025-05-22,ENG,PROJ004,david.miller,network,3419.97,311
2025-04-23,2025-05-22,SAL,PROJ001,bob.smith,ml-service,2543.45,565
2025-04-23,2025-05-22,SAL,PROJ004,john.taylor,compute,7128.06,392
2025-04-23,2025-05-22,OPS,PROJ001,emma.wilson,database,439.72,165
2025-04-23,2025-05-22,FIN,PROJ001,david.miller,compute,2071.71,62
2025-04-23,2025-05-22,MKT,PROJ005,bob.smith,compute,4409.51,94
2025-04-23,2025-05-22,FIN,PROJ003,carol.davis,network,7483.61,467
2025-04-23,2025-05-22,OPS,PROJ003,grace.lee,cache,1638.06,420
2025-04-23,2025-05-22,SAL,PROJ001,emma.wilson,ml-service,1120.83,303
2025-04-23,2025-05-22,ENG,PROJ001,david.miller,ml-service,551.79,54
2025-04-23,2025-05-22,FIN,PROJ003,grace.lee,storage,3767.85,45
2025-04-23,2025-05-22,OPS,PROJ002,frank.brown,cache,77.47,224
2025-04-23,2025-05-22,MKT,PROJ001,alice.johnson,storage,433.21,614
2025-04-23,2025-05-22,OPS,PROJ003,emma.wilson,database,262.23,623
2025-04-23,2025-05-22,FIN,PROJ003,emma.wilson,cache,1016.04,495
2025-04-23,2025-05-22,ENG,PROJ001,emma.wilson,storage,4229.35,329
2025-04-23,2025-05-22,OPS,PROJ003,frank.brown,ml-service,7601.01,518
2025-04-23,2025-05-22,ENG,PROJ003,john.taylor,cache,494.2,433
2025-04-23,2025-05-22,FIN,PROJ004,iris.chen,network,11577.2,11
2025-04-23,2025-05-22,ENG,PROJ004,bob.smith,database,23053.21,205
2025-04-23,2025-05-22,OPS,PROJ004,alice.johnson,ml-service,37.23,684
2025-04-23,2025-05-22,OPS,PROJ002,emma.wilson,network,747.07,111
2025-04-23,2025-05-22,OPS,PROJ004,grace.lee,network,7419.0,607
2025-04-23,2025-05-22,FIN,PROJ004,john.taylor,network,1614.61,445
2025-04-23,2025-05-22,SAL,PROJ005,emma.wilson,database,51.85,19
2025-04-23,2025-05-22,OPS,PROJ004,emma.wilson,cache,551.55,688
2025-04-23,2025-05-22,SAL,PROJ005,iris.chen,database,1535.02,211
2025-04-23,2025-05-22,MKT,PROJ005,frank.brown,network,3234.69,622
2025-04-23,2025-05-22,OPS,PROJ005,emma.wilson,cache,845.62,231
2025-04-23,2025-05-22,SAL,PROJ002,carol.davis,database,977.22,71
2025-04-23,2025-05-22,OPS,PROJ002,david.miller,network,408.97,180
2025-04-23,2025-05-22,ENG,PROJ002,emma.wilson,storage,1187.27,226
2025-04-23,2025-05-22,ENG,PROJ004,john.taylor,ml-service,15462.22,360
2025-04-23,2025-05-22,OPS,PROJ003,frank.brown,database,6246.1,279
2025-04-23,2025-05-22,OPS,PROJ003,david.miller,database,5869.52,27
2025-04-23,2025-05-22,SAL,PROJ004,grace.lee,database,565.41,485
2025-04-23,2025-05-22,SAL,PROJ004,emma.wilson,cache,13573.14,581
2025-04-23,2025-05-22,ENG,PROJ005,david.miller,compute,1545.43,530
2025-04-23,2025-05-22,OPS,PROJ001,carol.davis,storage,835.02,712
2025-04-23,2025-05-22,OPS,PROJ005,john.taylor,ml-service,6355.94,14
2025-04-23,2025-05-22,SAL,PROJ003,david.miller,network,759.74,11
2025-04-23,2025-05-22,SAL,PROJ001,grace.lee,storage,1788.52,515
2025-04-23,2025-05-22,FIN,PROJ003,bob.smith,database,685.09,685
2025-04-23,2025-05-22,OPS,PROJ002,emma.wilson,network,1739.92,560
2025-04-23,2025-05-22,OPS,PROJ003,carol.davis,compute,1706.28,388
2025-04-23,2025-05-22,ENG,PROJ005,carol.davis,storage,1012.85,171
2025-04-23,2025-05-22,SAL,PROJ002,alice.johnson,cache,372.58,693
2025-04-23,2025-05-22,MKT,PROJ004,bob.smith,ml-service,946.69,471
2025-04-23,2025-05-22,MKT,PROJ001,bob.smith,cache,966.39,557
2025-04-23,2025-05-22,MKT,PROJ002,bob.smith,ml-service,1586.67,676
2025-04-23,2025-05-22,ENG,PROJ003,bob.smith,database,3813.43,386
2025-04-23,2025-05-22,FIN,PROJ002,david.miller,network,4741.38,574
2025-04-23,2025-05-22,OPS,PROJ004,bob.smith,network,1855.03,119
2025-04-23,2025-05-22,ENG,PROJ005,john.taylor,storage,885.91,659
2025-04-23,2025-05-22,FIN,PROJ004,iris.chen,database,2045.9,477
2025-04-23,2025-05-22,ENG,PROJ003,alice.johnson,database,3608.31,361
2025-04-23,2025-05-22,MKT,PROJ001,grace.lee,cache,912.14,325
2025-04-23,2025-05-22,ENG,PROJ005,frank.brown,compute,65.44,533
2025-04-23,2025-05-22,MKT,PROJ001,grace.lee,storage,12323.79,54
2025-04-23,2025-05-22,OPS,PROJ005,john.taylor,database,9909.65,662
2025-04-23,2025-05-22,FIN,PROJ005,carol.davis,storage,247.15,671
2025-04-23,2025-05-22,ENG,PROJ004,grace.lee,compute,561.23,678
2025-04-23,2025-05-22,ENG,PROJ001,frank.brown,database,28297.57,89
2025-04-23,2025-05-22,OPS,PROJ002,alice.johnson,database,2135.25,354
2025-04-23,2025-05-22,SAL,PROJ004,iris.chen,compute,1670.6,83
2025-04-23,2025-05-22,OPS,PROJ002,iris.chen,storage,690.82,648
2025-04-23,2025-05-22,OPS,PROJ004,henry.white,storage,4687.98,124
2025-04-23,2025-05-22,ENG,PROJ001,john.taylor,database,10963.85,55
2025-04-23,2025-05-22,FIN,PROJ004,henry.white,ml-service,4175.53,292
2025-04-23,2025-05-22,SAL,PROJ002,david.miller,database,5545.35,443
2025-04-23,2025-05-22,OPS,PROJ002,alice.johnson,network,14334.03,582
2025-04-23,2025-05-22,SAL,PROJ004,david.miller,database,13462.36,466
2025-04-23,2025-05-22,OPS,PROJ004,henry.white,ml-service,1191.22,14
2025-04-23,2025-05-22,SAL,PROJ005,frank.brown,cache,2484.37,556
2025-04-23,2025-05-22,FIN,PROJ005,david.miller,network,295.99,244
2025-04-23,2025-05-22,MKT,PROJ001,iris.chen,compute,2212.63,233
2025-04-23,2025-05-22,FIN,PROJ001,david.miller,compute,1228.43,673
2025-04-23,2025-05-22,OPS,PROJ004,frank.brown,cache,371.61,458
2025-04-23,2025-05-22,FIN,PROJ003,iris.chen,compute,1364.04,41
2025-04-23,2025-05-22,OPS,PROJ001,iris.chen,compute,651.14,676
2025-04-23,2025-05-22,MKT,PROJ004,bob.smith,compute,7749.25,149
2025-04-23,2025-05-22,SAL,PROJ005,henry.white,compute,9270.67,598
2025-04-23,2025-05-22,OPS,PROJ001,henry.white,network,482.14,80
2025-04-23,2025-05-22,ENG,PROJ004,alice.johnson,cache,690.03,302
2025-04-23,2025-05-22,ENG,PROJ002,frank.brown,cache,1456.2,172
2025-04-23,2025-05-22,MKT,PROJ004,henry.white,storage,1219.17,717
2025-04-23,2025-05-22,FIN,PROJ002,iris.chen,storage,576.71,460
2025-04-23,2025-05-22,ENG,PROJ003,john.taylor,compute,8531.99,48
2025-04-23,2025-05-22,SAL,PROJ004,carol.davis,database,8839.37,321
2025-04-23,2025-05-22,SAL,PROJ004,emma.wilson,compute,483.59,413
2025-04-23,2025-05-22,FIN,PROJ004,frank.brown,database,396.89,429
2025-04-23,2025-05-22,OPS,PROJ001,alice.johnson,database,1899.91,662
2025-04-23,2025-05-22,OPS,PROJ002,iris.chen,ml-service,3814.68,686
2025-04-23,2025-05-22,MKT,PROJ003,henry.white,database,21225.04,133
2025-04-23,2025-05-22,ENG,PROJ002,iris.chen,compute,54.61,200
2025-04-23,2025-05-22,FIN,PROJ002,john.taylor,database,338.2,623
2025-04-23,2025-05-22,SAL,PROJ004,emma.wilson,ml-service,345.24,35
2025-04-23,2025-05-22,FIN,PROJ003,iris.chen,compute,845.02,143
2025-04-23,2025-05-22,SAL,PROJ002,david.miller,ml-service,6848.64,174
2025-04-23,2025-05-22,FIN,PROJ004,alice.johnson,cache,1179.51,551
2025-04-23,2025-05-22,OPS,PROJ002,frank.brown,storage,299490.17,561
2025-04-23,2025-05-22,SAL,PROJ003,bob.smith,ml-service,368.38,251
2025-04-23,2025-05-22,MKT,PROJ001,emma.wilson,cache,1653.52,340
2025-04-23,2025-05-22,MKT,PROJ002,david.miller,storage,2040.11,392
2025-04-23,2025-05-22,ENG,PROJ005,iris.chen,compute,529.65,547
2025-04-23,2025-05-22,SAL,PROJ005,carol.davis,storage,4773.42,350
2025-04-23,2025-05-22,MKT,PROJ001,bob.smith,network,330.67,675
2025-04-23,2025-05-22,OPS,PROJ003,henry.white,compute,7142.26,406
2025-04-23,2025-05-22,OPS,PROJ003,bob.smith,storage,333.26,234
2025-04-23,2025-05-22,SAL,PROJ001,john.taylor,storage,6110.74,248
2025-04-23,2025-05-22,MKT,PROJ003,carol.davis,network,31778.29,110
2025-04-23,2025-05-22,ENG,PROJ005,grace.lee,compute,131.82,120
2025-04-23,2025-05-22,SAL,PROJ003,emma.wilson,cache,1053.1,272
2025-04-23,2025-05-22,FIN,PROJ001,henry.white,network,5076.44,666
2025-04-23,2025-05-22,MKT,PROJ001,alice.johnson,network,263.41,319
2025-04-23,2025-05-22,ENG,PROJ003,carol.davis,cache,4594.29,78
2025-04-23,2025-05-22,OPS,PROJ003,henry.white,storage,137.06,194
2025-04-23,2025-05-22,ENG,PROJ002,grace.lee,cache,1063.08,622
2025-04-23,2025-05-22,SAL,PROJ004,bob.smith,database,3188.05,189
2025-04-23,2025-05-22,FIN,PROJ004,iris.chen,database,5335.11,317
2025-04-23,2025-05-22,OPS,PROJ002,john.taylor,compute,6042.3,308
2025-04-23,2025-05-22,MKT,PROJ005,john.taylor,cache,1265.52,468
2025-04-23,2025-05-22,FIN,PROJ001,bob.smith,storage,1004.49,676
2025-04-23,2025-05-22,FIN,PROJ002,emma.wilson,network,1758.25,372
2025-04-23,2025-05-22,OPS,PROJ002,alice.johnson,cache,3956.14,175
2025-04-23,2025-05-22,SAL,PROJ005,carol.davis,compute,1727.48,534
2025-04-23,2025-05-22,SAL,PROJ001,carol.davis,network,803.75,395
2025-04-23,2025-05-22,ENG,PROJ003,henry.white,cache,2012.97,546
2025-04-23,2025-05-22,MKT,PROJ004,alice.johnson,cache,697.64,92
2025-04-23,2025-05-22,FIN,PROJ002,john.taylor,compute,1789.65,465
2025-04-23,2025-05-22,MKT,PROJ001,henry.white,compute,10299.92,600
2025-04-23,2025-05-22,FIN,PROJ001,henry.white,ml-service,2710.58,187
2025-04-23,2025-05-22,SAL,PROJ003,david.miller,cache,11052.83,233
2025-04-23,2025-05-22,OPS,PROJ002,henry.white,cache,637.36,651
2025-04-23,2025-05-22,FIN,PROJ001,frank.brown,compute,684.77,327
2025-04-23,2025-05-22,FIN,PROJ003,john.taylor,network,2237.98,228
2025-04-23,2025-05-22,SAL,PROJ004,grace.lee,storage,338.7,579
2025-04-23,2025-05-22,SAL,PROJ004,john.taylor,storage,1581.05,387
2025-04-23,2025-05-22,MKT,PROJ004,henry.white,ml-service,3755.01,349
2025-04-23,2025-05-22,OPS,PROJ004,henry.white,compute,2374.22,62
2025-04-23,2025-05-22,FIN,PROJ003,carol.davis,compute,6634.3,470
2025-04-23,2025-05-22,MKT,PROJ002,bob.smith,cache,1488.62,568
2025-04-23,2025-05-22,SAL,PROJ002,bob.smith,ml-service,7079.59,647
2025-04-23,2025-05-22,ENG,PROJ002,iris.chen,database,1430.83,540
2025-04-23,2025-05-22,ENG,PROJ003,emma.wilson,network,2385.25,675
2025-04-23,2025-05-22,SAL,PROJ002,carol.davis,database,327.83,345
2025-04-23,2025-05-22,OPS,PROJ001,bob.smith,ml-service,1626.36,643
2025-04-23,2025-05-22,FIN,PROJ004,carol.davis,compute,2685.32,377
2025-04-23,2025-05-22,OPS,PROJ001,grace.lee,storage,100.4,283
2025-04-23,2025-05-22,SAL,PROJ003,frank.brown,ml-service,7676.37,120
2025-04-23,2025-05-22,ENG,PROJ005,iris.chen,compute,1592.36,614
2025-04-23,2025-05-22,MKT,PROJ003,bob.smith,cache,16405.92,351
2025-04-23,2025-05-22,ENG,PROJ002,alice.johnson,cache,2994.43,247
2025-04-23,2025-05-22,SAL,PROJ004,emma.wilson,ml-service,2445.78,59
2025-04-23,2025-05-22,OPS,PROJ003,carol.davis,compute,1021.24,319
2025-04-23,2025-05-22,OPS,PROJ005,emma.wilson,cache,883.19,709
2025-04-23,2025-05-22,MKT,PROJ005,bob.smith,storage,2666.61,70
2025-04-23,2025-05-22,OPS,PROJ003,bob.smith,compute,713.82,427
2025-04-23,2025-05-22,MKT,PROJ004,emma.wilson,network,1607.76,170
2025-04-23,2025-05-22,ENG,PROJ005,john.taylor,storage,2605.55,503
2025-04-23,2025-05-22,SAL,PROJ003,iris.chen,cache,6125.43,660
2025-04-23,2025-05-22,MKT,PROJ004,bob.smith,compute,3663.57,514
2025-04-23,2025-05-22,SAL,PROJ001,bob.smith,database,25916.18,29
2025-04-23,2025-05-22,ENG,PROJ005,carol.davis,storage,9672.87,434
2025-04-23,2025-05-22,ENG,PROJ003,henry.white,compute,5300.52,471
2025-04-23,2025-05-22,OPS,PROJ005,emma.wilson,cache,8114.36,618
2025-04-23,2025-05-22,FIN,PROJ001,john.taylor,database,4532.3,328
2025-04-23,2025-05-22,SAL,PROJ004,frank.brown,storage,4296.98,637
2025-04-23,2025-05-22,FIN,PROJ002,iris.chen,storage,378.34,634
2025-04-23,2025-05-22,MKT,PROJ002,carol.davis,storage,2434.67,215
2025-04-23,2025-05-22,SAL,PROJ001,alice.johnson,database,3252.07,411
2025-04-23,2025-05-22,FIN,PROJ005,carol.davis,compute,1368.17,553
2025-04-23,2025-05-22,FIN,PROJ003,grace.lee,cache,855.32,484
2025-04-23,2025-05-22,MKT,PROJ002,john.taylor,cache,9858.58,512
2025-04-23,2025-05-22,MKT,PROJ003,john.taylor,storage,829.76,100
2025-04-23,2025-05-22,OPS,PROJ001,frank.brown,compute,571.73,176
2025-04-23,2025-05-22,OPS,PROJ002,emma.wilson,ml-service,3742.54,308
2025-04-23,2025-05-22,SAL,PROJ001,carol.davis,network,1458.26,34
2025-04-23,2025-05-22,ENG,PROJ005,john.taylor,cache,4606.59,147
2025-04-23,2025-05-22,FIN,PROJ005,bob.smith,compute,17103.1,177
2025-04-23,2025-05-22,SAL,PROJ003,frank.brown,cache,5301.23,169
2025-04-23,2025-05-22,ENG,PROJ001,alice.johnson,ml-service,1180.47,113
2025-04-23,2025-05-22,OPS,PROJ005,frank.brown,ml-service,384.52,431
2025-04-23,2025-05-22,SAL,PROJ005,frank.brown,database,920.68,255
2025-04-23,2025-05-22,MKT,PROJ001,carol.davis,database,2123.52,634
2025-04-23,2025-05-22,FIN,PROJ005,bob.smith,ml-service,209.45,597
2025-04-23,2025-05-22,ENG,PROJ001,alice.johnson,compute,636.19,352
2025-04-23,2025-05-22,MKT,PROJ005,iris.chen,database,6947.68,282
2025-04-23,2025-05-22,ENG,PROJ001,henry.white,network,13742.36,463
2025-04-23,2025-05-22,SAL,PROJ003,iris.chen,storage,3887.96,544
2025-04-23,2025-05-22,ENG,PROJ001,frank.brown,network,1418.63,359
2025-04-23,2025-05-22,MKT,PROJ003,alice.johnson,ml-service,3928.96,505
2025-04-23,2025-05-22,FIN,PROJ003,emma.wilson,database,262.49,165
2025-04-23,2025-05-22,SAL,PROJ003,david.miller,network,6298.77,698
2025-04-23,2025-05-22,MKT,PROJ002,david.miller,database,817.82,400
